zone,start_local,start_utc,duration_sec,accuracy,source
Randreihe,2026-06-14 16:00:00,2026-06-14 14:00:00,173,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-14 16:00:00,2026-06-14 14:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-14 16:00:00,2026-06-14 14:00:00,171,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-14 16:00:00,2026-06-14 14:00:00,116,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-14 16:30:00,2026-06-14 14:30:00,173,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-14 16:30:00,2026-06-14 14:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-14 16:30:00,2026-06-14 14:30:00,171,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-14 16:30:00,2026-06-14 14:30:00,116,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-14 17:00:00,2026-06-14 15:00:00,175,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-14 17:00:00,2026-06-14 15:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-14 17:00:00,2026-06-14 15:00:00,172,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-14 17:00:00,2026-06-14 15:00:00,152,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-14 17:30:00,2026-06-14 15:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-14 17:30:00,2026-06-14 15:30:00,152,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-14 18:00:00,2026-06-14 16:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-14 18:30:00,2026-06-14 16:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-14 19:00:00,2026-06-14 17:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-14 19:30:00,2026-06-14 17:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-14 20:00:00,2026-06-14 18:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-14 20:30:00,2026-06-14 18:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 06:00:00,2026-06-15 04:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 06:30:00,2026-06-15 04:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-15 07:00:00,2026-06-15 05:00:00,175,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 07:00:00,2026-06-15 05:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-15 07:00:00,2026-06-15 05:00:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-15 07:00:00,2026-06-15 05:00:00,179,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 07:30:00,2026-06-15 05:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-15 08:00:00,2026-06-15 06:00:00,175,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 08:00:00,2026-06-15 06:00:00,10,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-15 08:00:00,2026-06-15 06:00:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-15 08:00:00,2026-06-15 06:00:00,179,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 08:30:00,2026-06-15 06:30:00,10,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-15 09:00:00,2026-06-15 07:00:00,175,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 09:00:00,2026-06-15 07:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-15 09:00:00,2026-06-15 07:00:00,177,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-15 09:00:00,2026-06-15 07:00:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 09:30:00,2026-06-15 07:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-15 10:00:00,2026-06-15 08:00:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 10:00:00,2026-06-15 08:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-15 10:00:00,2026-06-15 08:00:00,177,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-15 10:00:00,2026-06-15 08:00:00,178,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 10:30:00,2026-06-15 08:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-15 10:30:00,2026-06-15 08:30:00,178,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-15 11:00:00,2026-06-15 09:00:00,172,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 11:00:00,2026-06-15 09:00:00,10,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-15 11:00:00,2026-06-15 09:00:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-15 11:00:00,2026-06-15 09:00:00,179,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-15 11:30:00,2026-06-15 09:30:00,172,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 11:30:00,2026-06-15 09:30:00,10,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-15 11:30:00,2026-06-15 09:30:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-15 11:30:00,2026-06-15 09:30:00,179,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-15 12:00:00,2026-06-15 10:00:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 12:00:00,2026-06-15 10:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-15 12:00:00,2026-06-15 10:00:00,177,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-15 12:00:00,2026-06-15 10:00:00,179,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-15 12:30:00,2026-06-15 10:30:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 12:30:00,2026-06-15 10:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-15 12:30:00,2026-06-15 10:30:00,177,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-15 12:30:00,2026-06-15 10:30:00,179,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-15 13:00:00,2026-06-15 11:00:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 13:00:00,2026-06-15 11:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-15 13:00:00,2026-06-15 11:00:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-15 13:00:00,2026-06-15 11:00:00,178,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-15 13:30:00,2026-06-15 11:30:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 13:30:00,2026-06-15 11:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-15 13:30:00,2026-06-15 11:30:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-15 13:30:00,2026-06-15 11:30:00,178,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-15 14:00:00,2026-06-15 12:00:00,177,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 14:00:00,2026-06-15 12:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-15 14:00:00,2026-06-15 12:00:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-15 14:00:00,2026-06-15 12:00:00,178,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-15 14:30:00,2026-06-15 12:30:00,177,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 14:30:00,2026-06-15 12:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-15 14:30:00,2026-06-15 12:30:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-15 14:30:00,2026-06-15 12:30:00,178,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-15 15:00:00,2026-06-15 13:00:00,147,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 15:00:00,2026-06-15 13:00:00,16,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-15 15:00:00,2026-06-15 13:00:00,142,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-15 15:00:00,2026-06-15 13:00:00,145,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-15 15:30:00,2026-06-15 13:30:00,147,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 15:30:00,2026-06-15 13:30:00,16,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-15 15:30:00,2026-06-15 13:30:00,142,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-15 15:30:00,2026-06-15 13:30:00,145,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-15 16:00:00,2026-06-15 14:00:00,118,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 16:00:00,2026-06-15 14:00:00,10,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-15 16:00:00,2026-06-15 14:00:00,118,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-15 16:00:00,2026-06-15 14:00:00,119,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-15 16:30:00,2026-06-15 14:30:00,118,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 16:30:00,2026-06-15 14:30:00,10,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-15 16:30:00,2026-06-15 14:30:00,118,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-15 16:30:00,2026-06-15 14:30:00,119,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-15 17:00:00,2026-06-15 15:00:00,114,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 17:00:00,2026-06-15 15:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-15 17:00:00,2026-06-15 15:00:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-15 17:00:00,2026-06-15 15:00:00,120,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-15 17:30:00,2026-06-15 15:30:00,114,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 17:30:00,2026-06-15 15:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-15 17:30:00,2026-06-15 15:30:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-15 17:30:00,2026-06-15 15:30:00,120,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 18:00:00,2026-06-15 16:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-15 18:00:00,2026-06-15 16:00:00,119,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 18:30:00,2026-06-15 16:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 19:00:00,2026-06-15 17:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 19:30:00,2026-06-15 17:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 20:00:00,2026-06-15 18:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-15 20:30:00,2026-06-15 18:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 06:00:00,2026-06-16 04:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 06:30:00,2026-06-16 04:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-16 07:00:00,2026-06-16 05:00:00,115,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 07:00:00,2026-06-16 05:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-16 07:00:00,2026-06-16 05:00:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-16 07:00:00,2026-06-16 05:00:00,119,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 07:30:00,2026-06-16 05:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 08:00:00,2026-06-16 06:00:00,10,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 08:30:00,2026-06-16 06:30:00,10,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-16 09:00:00,2026-06-16 07:00:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 09:00:00,2026-06-16 07:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-16 09:00:00,2026-06-16 07:00:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-16 09:00:00,2026-06-16 07:00:00,116,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 09:30:00,2026-06-16 07:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-16 09:30:00,2026-06-16 07:30:00,116,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-16 10:00:00,2026-06-16 08:00:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 10:00:00,2026-06-16 08:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-16 10:00:00,2026-06-16 08:00:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-16 10:00:00,2026-06-16 08:00:00,126,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 10:30:00,2026-06-16 08:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-16 11:00:00,2026-06-16 09:00:00,118,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 11:00:00,2026-06-16 09:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-16 11:00:00,2026-06-16 09:00:00,116,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-16 11:00:00,2026-06-16 09:00:00,119,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 11:30:00,2026-06-16 09:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-16 12:00:00,2026-06-16 10:00:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 12:00:00,2026-06-16 10:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-16 12:00:00,2026-06-16 10:00:00,119,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-16 12:00:00,2026-06-16 10:00:00,119,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 12:30:00,2026-06-16 10:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-16 13:00:00,2026-06-16 11:00:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 13:00:00,2026-06-16 11:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-16 13:00:00,2026-06-16 11:00:00,118,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-16 13:00:00,2026-06-16 11:00:00,116,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 13:30:00,2026-06-16 11:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-16 14:00:00,2026-06-16 12:00:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 14:00:00,2026-06-16 12:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-16 14:00:00,2026-06-16 12:00:00,119,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-16 14:00:00,2026-06-16 12:00:00,119,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 14:30:00,2026-06-16 12:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-16 15:00:00,2026-06-16 13:00:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 15:00:00,2026-06-16 13:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-16 15:00:00,2026-06-16 13:00:00,118,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-16 15:00:00,2026-06-16 13:00:00,116,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 15:30:00,2026-06-16 13:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 16:00:00,2026-06-16 14:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-16 16:00:00,2026-06-16 14:00:00,120,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 16:30:00,2026-06-16 14:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-16 17:00:00,2026-06-16 15:00:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 17:00:00,2026-06-16 15:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-16 17:00:00,2026-06-16 15:00:00,118,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-16 17:00:00,2026-06-16 15:00:00,113,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-16 17:30:00,2026-06-16 15:30:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 17:30:00,2026-06-16 15:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-16 17:30:00,2026-06-16 15:30:00,118,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-16 17:30:00,2026-06-16 15:30:00,113,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 18:00:00,2026-06-16 16:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 18:30:00,2026-06-16 16:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 19:00:00,2026-06-16 17:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 19:30:00,2026-06-16 17:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 20:00:00,2026-06-16 18:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-16 20:30:00,2026-06-16 18:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 06:00:00,2026-06-17 04:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 06:30:00,2026-06-17 04:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-17 07:00:00,2026-06-17 05:00:00,116,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 07:00:00,2026-06-17 05:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-17 07:00:00,2026-06-17 05:00:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-17 07:00:00,2026-06-17 05:00:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 07:30:00,2026-06-17 05:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-17 08:00:00,2026-06-17 06:00:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 08:00:00,2026-06-17 06:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-17 08:00:00,2026-06-17 06:00:00,118,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-17 08:00:00,2026-06-17 06:00:00,119,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 08:30:00,2026-06-17 06:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-17 09:00:00,2026-06-17 07:00:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 09:00:00,2026-06-17 07:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-17 09:00:00,2026-06-17 07:00:00,115,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-17 09:00:00,2026-06-17 07:00:00,120,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 09:30:00,2026-06-17 07:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-17 10:00:00,2026-06-17 08:00:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 10:00:00,2026-06-17 08:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-17 10:00:00,2026-06-17 08:00:00,116,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-17 10:00:00,2026-06-17 08:00:00,119,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 10:30:00,2026-06-17 08:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-17 10:30:00,2026-06-17 08:30:00,119,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-17 11:00:00,2026-06-17 09:00:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 11:00:00,2026-06-17 09:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-17 11:00:00,2026-06-17 09:00:00,116,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-17 11:00:00,2026-06-17 09:00:00,118,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-17 11:30:00,2026-06-17 09:30:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 11:30:00,2026-06-17 09:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-17 11:30:00,2026-06-17 09:30:00,116,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-17 11:30:00,2026-06-17 09:30:00,118,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-17 12:00:00,2026-06-17 10:00:00,115,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 12:00:00,2026-06-17 10:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-17 12:00:00,2026-06-17 10:00:00,118,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-17 12:00:00,2026-06-17 10:00:00,119,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-17 12:30:00,2026-06-17 10:30:00,115,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 12:30:00,2026-06-17 10:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-17 12:30:00,2026-06-17 10:30:00,118,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-17 12:30:00,2026-06-17 10:30:00,119,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-17 13:00:00,2026-06-17 11:00:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 13:00:00,2026-06-17 11:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-17 13:00:00,2026-06-17 11:00:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-17 13:00:00,2026-06-17 11:00:00,119,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-17 13:30:00,2026-06-17 11:30:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 13:30:00,2026-06-17 11:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-17 13:30:00,2026-06-17 11:30:00,117,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-17 13:30:00,2026-06-17 11:30:00,119,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-17 14:00:00,2026-06-17 12:00:00,112,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 14:00:00,2026-06-17 12:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-17 14:00:00,2026-06-17 12:00:00,118,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-17 14:00:00,2026-06-17 12:00:00,119,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 14:30:00,2026-06-17 12:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-17 14:30:00,2026-06-17 12:30:00,119,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-17 15:00:00,2026-06-17 13:00:00,118,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 15:00:00,2026-06-17 13:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-17 15:00:00,2026-06-17 13:00:00,114,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-17 15:00:00,2026-06-17 13:00:00,119,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-17 15:30:00,2026-06-17 13:30:00,118,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 15:30:00,2026-06-17 13:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-17 15:30:00,2026-06-17 13:30:00,114,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-17 15:30:00,2026-06-17 13:30:00,119,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-17 16:00:00,2026-06-17 14:00:00,119,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 16:00:00,2026-06-17 14:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-17 16:00:00,2026-06-17 14:00:00,114,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-17 16:00:00,2026-06-17 14:00:00,120,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 16:30:00,2026-06-17 14:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-06-17 17:00:00,2026-06-17 15:00:00,116,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 17:00:00,2026-06-17 15:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-06-17 17:00:00,2026-06-17 15:00:00,118,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-17 17:00:00,2026-06-17 15:00:00,115,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 17:30:00,2026-06-17 15:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-06-17 17:30:00,2026-06-17 15:30:00,115,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-06-17 18:00:00,2026-06-17 16:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
